gauge_id,dwood_perc_1990,ewood_perc_1990,grass_perc_1990,shrub_perc_1990,crop_perc_1990,urban_perc_1990,inwater_perc_1990,bares_perc_1990,dwood_perc_2015,ewood_perc_2015,grass_perc_2015,shrub_perc_2015,crop_perc_2015,urban_perc_2015,inwater_perc_2015,bares_perc_2015,dwood_perc_2017,ewood_perc_2017,grass_perc_2017,shrub_perc_2017,crop_perc_2017,urban_perc_2017,inwater_perc_2017,bares_perc_2017,dwood_perc_2018,ewood_perc_2018,grass_perc_2018,shrub_perc_2018,crop_perc_2018,urban_perc_2018,inwater_perc_2018,bares_perc_2018,dwood_perc_2019,ewood_perc_2019,grass_perc_2019,shrub_perc_2019,crop_perc_2019,urban_perc_2019,inwater_perc_2019,bares_perc_2019,dwood_perc_2020,ewood_perc_2020,grass_perc_2020,shrub_perc_2020,crop_perc_2020,urban_perc_2020,inwater_perc_2020,bares_perc_2020,dwood_perc_2021,ewood_perc_2021,grass_perc_2021,shrub_perc_2021,crop_perc_2021,urban_perc_2021,inwater_perc_2021,bares_perc_2021,dwood_perc_2022,ewood_perc_2022,grass_perc_2022,shrub_perc_2022,crop_perc_2022,urban_perc_2022,inwater_perc_2022,bares_perc_2022
18003,7.50,12.72,58.98,13.88,1.35,0.30,5.02,0.24,7.10,19.36,54.58,11.41,0.96,0.38,5.18,1.03,8.85,19.36,54.00,10.06,0.78,0.44,5.09,1.42,7.97,20.33,55.51,7.80,0.96,0.47,5.05,1.92,9.40,18.45,57.36,7.02,1.10,0.39,5.08,1.20,10.57,18.64,54.97,7.70,0.45,0.55,5.05,2.08,9.78,18.61,56.89,5.87,0.75,0.61,5.24,2.25,9.02,16.59,55.86,11.65,1.08,0.51,5.13,0.16
18008,4.04,14.04,68.95,8.98,0.64,0.09,2.78,0.49,4.54,26.43,54.79,8.36,0.41,0.06,2.82,2.60,6.31,25.81,53.08,8.65,0.02,0.15,2.77,3.22,5.69,26.51,54.10,6.13,0.16,0.16,2.76,4.49,6.19,25.68,57.80,4.38,0.00,0.07,2.77,3.11,7.27,25.11,53.49,6.44,0.01,0.29,2.77,4.61,5.88,26.10,56.33,3.14,0.26,0.40,2.79,5.10,4.41,25.40,58.11,7.92,0.88,0.27,2.79,0.22
18010,12.12,21.06,33.28,17.90,13.24,0.55,1.73,0.12,8.01,28.50,35.50,15.83,9.57,0.74,1.72,0.13,12.00,26.81,30.16,14.73,13.67,0.92,1.70,0.01,10.47,27.19,30.55,15.62,13.54,0.92,1.71,0.01,12.07,25.66,35.85,11.34,12.60,0.73,1.68,0.07,13.55,23.03,30.90,15.91,13.71,0.96,1.70,0.24,15.33,20.63,29.71,15.44,16.08,1.03,1.71,0.07,12.58,20.30,37.80,21.20,5.75,0.65,1.72,0.00
18011,9.70,14.89,46.55,16.08,8.69,0.65,3.24,0.20,7.75,21.70,45.32,13.42,7.03,0.88,3.32,0.58,10.65,20.81,41.97,12.05,9.59,0.96,3.25,0.73,9.56,21.44,42.88,11.42,9.50,0.97,3.25,0.98,10.92,19.85,46.38,9.00,9.12,0.84,3.25,0.65,12.16,18.89,42.61,11.71,9.22,1.02,3.25,1.15,12.43,17.91,43.56,10.23,10.28,1.07,3.35,1.17,10.71,16.82,47.86,15.57,4.81,0.85,3.30,0.08
18014,9.12,9.33,31.21,31.47,12.75,4.13,1.94,0.04,10.35,22.81,36.47,13.10,9.99,5.07,2.21,0.00,13.00,21.83,34.54,11.04,12.50,5.24,1.85,0.00,12.54,21.90,35.34,12.11,11.60,4.65,1.85,0.00,12.74,21.14,42.67,6.08,10.36,5.16,1.85,0.00,13.21,20.47,36.70,15.90,7.01,4.85,1.85,0.00,13.00,20.77,45.29,7.28,6.61,5.02,1.85,0.19,11.62,19.36,42.16,13.51,6.81,4.69,1.85,0.00
18017,0.00,0.00,64.31,35.69,0.00,0.00,0.00,0.00,0.00,6.68,26.88,66.44,0.00,0.00,0.00,0.00,0.00,7.70,45.23,46.28,0.00,0.00,0.00,0.79,0.00,6.72,74.64,17.85,0.00,0.00,0.00,0.79,0.00,6.68,76.63,15.90,0.00,0.00,0.00,0.79,0.00,8.53,61.20,30.20,0.00,0.00,0.00,0.07,0.00,7.88,90.90,0.43,0.00,0.00,0.00,0.79,0.07,6.68,62.54,30.71,0.00,0.00,0.00,0.00
18018,0.00,17.50,60.50,21.50,0.00,0.00,0.50,0.00,0.00,38.54,60.78,0.29,0.00,0.00,0.36,0.04,0.00,39.89,58.57,0.71,0.00,0.00,0.36,0.46,0.00,39.68,58.75,0.53,0.00,0.00,0.00,1.03,0.00,39.47,59.50,0.53,0.00,0.00,0.18,0.32,0.00,39.89,51.98,0.43,0.00,0.00,0.36,7.34,0.00,39.89,58.40,0.14,0.00,0.00,0.50,1.07,0.00,39.89,59.47,0.14,0.00,0.00,0.50,0.00
19001,6.28,8.66,32.18,14.31,25.48,11.53,0.50,1.06,9.35,11.72,28.31,12.13,21.40,15.88,0.59,0.62,11.91,10.29,28.42,12.38,18.49,16.38,0.49,1.64,11.46,10.47,29.48,12.43,18.81,15.88,0.55,0.93,11.94,10.52,31.23,12.48,16.42,15.91,0.52,0.98,13.23,9.27,26.08,13.99,19.45,16.25,0.42,1.31,10.91,10.64,28.23,13.64,17.86,16.86,0.58,1.27,9.53,9.32,30.75,13.87,19.50,15.54,0.57,0.91
19006,5.28,3.39,26.10,33.72,11.70,17.94,1.79,0.08,4.71,3.82,23.63,32.94,11.85,21.16,1.89,0.01,6.40,3.31,20.08,37.50,9.11,21.78,1.82,0.00,6.23,3.06,21.82,35.02,10.17,21.90,1.80,0.00,5.56,3.68,22.63,36.51,8.59,21.21,1.82,0.00,6.13,3.23,20.01,36.65,10.44,21.85,1.70,0.00,5.44,3.58,20.32,36.72,9.84,22.31,1.80,0.00,4.68,3.74,26.11,33.15,10.00,20.23,1.79,0.30
19010,12.31,1.75,38.36,10.96,8.69,26.59,1.35,0.00,10.99,3.20,35.52,7.47,7.06,34.71,1.06,0.00,17.99,2.87,29.55,10.70,3.69,34.19,1.02,0.00,15.94,2.50,31.85,10.60,4.53,33.56,1.02,0.00,15.68,2.69,31.04,12.56,3.28,33.72,1.02,0.00,20.00,2.21,26.98,11.30,4.92,33.57,1.02,0.00,15.49,2.21,26.15,16.41,4.53,34.19,1.02,0.00,9.45,2.22,42.97,8.02,5.00,31.28,1.06,0.00
19017,8.80,1.27,27.74,0.81,44.47,16.73,0.06,0.11,9.08,0.70,31.01,0.19,34.65,24.26,0.11,0.00,12.75,0.08,29.11,0.31,33.01,24.73,0.00,0.00,12.06,0.07,27.88,0.33,34.89,24.70,0.06,0.00,11.77,0.19,34.95,0.71,28.52,23.87,0.00,0.00,13.53,0.07,25.72,0.95,35.24,24.49,0.00,0.00,11.59,0.10,28.19,0.79,33.05,26.17,0.11,0.00,9.89,0.25,34.43,0.17,32.67,22.38,0.04,0.17
19020,2.69,4.58,47.69,25.65,9.01,8.29,0.41,1.69,6.15,20.50,41.79,16.34,5.22,8.09,0.03,1.87,13.36,17.70,38.90,15.34,2.36,9.16,0.00,3.18,13.18,18.92,42.24,14.51,0.48,8.26,0.00,2.41,14.14,18.35,40.11,14.00,0.64,9.10,0.00,3.66,14.43,17.58,38.35,15.53,0.39,8.97,0.00,4.75,11.22,19.58,38.08,16.70,0.03,8.19,0.00,6.21,9.12,20.41,34.56,18.16,6.61,9.09,0.00,2.03
20002,2.31,0.04,5.60,0.05,89.24,2.68,0.09,0.00,1.89,0.09,6.31,0.00,87.38,4.01,0.09,0.24,2.81,0.04,4.52,0.00,89.28,3.35,0.00,0.00,2.79,0.00,2.77,0.00,90.06,4.30,0.07,0.00,2.70,0.00,1.98,0.00,91.28,4.04,0.00,0.00,3.03,0.00,4.07,0.00,87.95,4.93,0.03,0.00,2.66,0.00,5.15,0.00,86.87,5.22,0.11,0.00,2.45,0.00,9.53,0.00,84.60,3.27,0.15,0.00
20003,8.93,2.11,24.25,9.02,54.10,1.49,0.04,0.05,9.09,3.64,29.38,6.42,48.69,2.56,0.04,0.18,10.47,2.94,28.07,6.99,49.13,2.37,0.04,0.00,10.84,3.02,27.88,8.87,46.42,2.93,0.04,0.00,11.37,3.18,29.58,6.89,46.20,2.75,0.03,0.00,11.96,2.90,28.87,8.51,44.77,2.98,0.03,0.00,10.77,2.98,27.71,9.68,45.67,3.15,0.04,0.00,9.79,3.23,30.69,6.01,47.74,2.47,0.04,0.02
20007,10.56,2.95,27.10,21.01,37.32,0.78,0.26,0.01,10.91,3.10,29.36,19.66,35.43,1.12,0.40,0.03,13.65,0.76,30.71,18.36,35.17,1.04,0.31,0.00,13.53,0.82,28.36,17.15,38.12,1.69,0.32,0.00,13.88,0.80,29.03,17.71,36.91,1.36,0.31,0.00,14.76,0.80,28.67,19.68,34.49,1.34,0.24,0.00,13.78,0.79,26.57,21.86,35.15,1.51,0.34,0.00,13.13,1.09,28.90,19.49,35.84,1.10,0.38,0.06
2001,0.00,4.08,4.34,88.40,0.00,0.00,3.17,0.00,0.15,5.91,3.13,87.63,0.00,0.00,3.19,0.00,0.22,5.93,3.29,87.32,0.00,0.00,3.22,0.00,0.19,5.91,4.06,86.63,0.00,0.00,3.19,0.00,0.31,5.82,3.40,87.25,0.00,0.00,3.20,0.00,0.41,5.65,4.11,86.68,0.00,0.00,3.15,0.00,0.41,5.78,4.45,86.16,0.00,0.00,3.19,0.00,0.34,5.45,10.24,80.82,0.00,0.01,3.15,0.01
2002,0.06,2.34,5.53,90.72,0.01,0.00,1.32,0.01,0.52,5.67,2.81,89.55,0.00,0.04,1.41,0.00,0.52,6.66,3.40,86.95,0.00,0.01,0.92,0.00,0.47,6.05,3.56,87.76,0.00,0.00,0.90,0.00,0.62,6.19,3.87,87.18,0.00,0.00,0.92,0.00,1.17,5.19,4.55,87.73,0.00,0.02,1.32,0.02,1.26,6.59,4.64,86.18,0.00,0.00,1.33,0.00,1.16,4.77,9.89,82.85,0.00,0.01,1.33,0.00
21003,1.99,10.34,62.93,21.06,2.61,0.46,0.47,0.14,2.17,15.49,67.22,12.57,0.88,0.92,0.50,0.25,2.53,15.82,68.18,12.00,0.09,0.92,0.46,0.00,2.16,15.60,68.20,12.77,0.08,0.73,0.46,0.00,2.02,15.89,70.21,10.56,0.00,0.84,0.46,0.02,1.93,16.05,68.52,12.01,0.14,0.91,0.44,0.00,1.93,16.14,68.33,11.73,0.33,1.06,0.48,0.01,1.96,15.55,61.05,18.22,1.84,0.82,0.48,0.07
21006,2.56,15.17,60.97,18.14,1.98,0.46,0.63,0.08,2.67,20.22,62.49,12.15,0.80,0.84,0.70,0.12,3.32,20.39,64.47,10.01,0.31,0.86,0.63,0.00,3.23,20.10,64.12,11.05,0.16,0.72,0.63,0.00,3.22,20.27,66.47,8.49,0.11,0.81,0.63,0.01,3.31,20.20,63.99,10.81,0.24,0.85,0.60,0.00,3.04,20.30,63.89,10.71,0.44,0.97,0.65,0.00,2.84,20.44,54.79,19.11,1.30,0.80,0.68,0.03
21008,3.95,16.70,59.50,3.81,15.16,0.58,0.21,0.09,3.83,23.50,56.08,2.07,13.25,1.01,0.24,0.02,5.50,22.22,57.55,1.16,12.40,0.97,0.19,0.00,5.44,22.56,58.33,1.09,11.41,0.95,0.21,0.00,6.09,22.28,58.40,1.02,11.02,1.01,0.19,0.00,6.27,21.71,58.45,0.98,11.34,1.11,0.15,0.00,5.81,21.93,58.21,0.75,11.88,1.21,0.21,0.00,5.16,21.76,53.40,5.10,13.30,1.06,0.23,0.00
21009,3.40,10.68,55.86,11.07,17.96,0.58,0.40,0.06,3.92,14.62,54.82,8.27,16.65,1.13,0.46,0.13,5.24,13.99,55.99,7.12,16.18,1.11,0.36,0.00,5.15,14.07,55.94,7.66,15.73,1.04,0.41,0.00,5.58,13.98,57.01,6.56,15.46,1.11,0.30,0.00,5.77,13.75,55.56,8.07,15.33,1.23,0.28,0.00,5.27,13.82,55.00,8.32,15.81,1.35,0.42,0.00,4.80,13.68,51.13,11.99,16.79,1.16,0.43,0.03
21011,1.46,6.40,74.11,15.46,0.13,0.02,2.37,0.05,1.55,12.21,70.23,13.37,0.17,0.07,2.42,0.00,1.82,12.06,75.13,8.32,0.17,0.08,2.41,0.00,1.82,12.05,75.00,8.65,0.07,0.03,2.39,0.00,1.97,12.10,74.99,8.47,0.00,0.09,2.39,0.00,2.11,12.08,74.75,8.59,0.03,0.09,2.36,0.00,1.86,12.09,74.28,9.08,0.16,0.16,2.37,0.00,1.97,11.60,57.87,25.82,0.26,0.10,2.37,0.00
21012,2.32,24.47,66.77,3.51,1.66,1.01,0.12,0.15,1.88,33.18,59.51,2.10,1.77,1.42,0.14,0.00,3.38,31.78,61.36,0.81,1.21,1.36,0.11,0.00,3.87,31.98,61.12,1.01,0.57,1.33,0.11,0.00,3.78,32.03,61.79,0.55,0.33,1.40,0.11,0.00,3.75,31.92,61.54,0.62,0.64,1.46,0.07,0.00,3.27,32.20,61.60,0.43,0.80,1.58,0.12,0.00,2.90,31.94,59.50,2.67,1.45,1.43,0.12,0.00
21013,2.12,4.40,76.24,13.68,3.27,0.17,0.01,0.11,2.33,7.34,71.15,17.07,1.44,0.46,0.02,0.20,2.40,7.21,74.09,14.73,1.13,0.43,0.01,0.00,2.46,7.63,71.54,17.75,0.28,0.33,0.01,0.00,2.83,7.30,67.45,21.63,0.25,0.53,0.01,0.00,2.84,7.54,65.51,23.03,0.56,0.52,0.00,0.00,2.34,7.84,60.55,27.87,0.79,0.59,0.01,0.00,2.05,7.68,63.01,24.05,2.74,0.46,0.01,0.00
21015,2.60,1.98,57.21,25.22,12.77,0.19,0.01,0.02,3.01,5.20,51.53,27.01,11.45,0.63,0.02,1.16,3.89,4.55,55.24,24.83,10.93,0.55,0.01,0.00,3.40,5.27,56.77,25.68,8.29,0.58,0.02,0.00,4.03,4.81,59.47,21.93,9.16,0.59,0.01,0.00,3.92,4.99,56.39,26.30,7.61,0.79,0.00,0.00,3.64,5.16,53.91,27.21,9.28,0.77,0.02,0.00,3.23,4.58,50.73,27.36,13.44,0.63,0.02,0.00
21016,4.72,3.17,34.59,5.96,51.04,0.52,0.00,0.00,5.62,7.25,33.67,2.68,48.91,1.67,0.00,0.19,9.37,3.76,33.06,2.80,49.85,1.15,0.00,0.00,9.76,3.41,31.60,2.04,51.63,1.56,0.00,0.00,10.41,4.25,33.22,1.60,49.13,1.40,0.00,0.00,13.61,2.64,30.37,3.09,48.53,1.76,0.00,0.00,11.72,2.85,29.91,4.97,48.31,2.24,0.00,0.00,8.26,3.05,33.94,3.92,49.62,1.21,0.00,0.00
21017,0.05,28.13,58.15,13.66,0.00,0.00,0.01,0.00,0.09,29.43,67.11,3.36,0.00,0.01,0.00,0.00,0.10,30.13,69.55,0.21,0.00,0.01,0.00,0.00,0.08,30.12,69.24,0.56,0.00,0.00,0.00,0.00,0.09,30.15,67.74,2.01,0.00,0.01,0.00,0.00,0.00,29.42,70.09,0.47,0.00,0.01,0.00,0.00,0.00,29.47,68.06,2.46,0.00,0.01,0.00,0.00,0.08,29.31,67.47,3.12,0.00,0.01,0.00,0.00
21018,2.60,9.65,65.25,18.23,3.50,0.30,0.40,0.08,3.08,13.70,66.54,13.55,1.30,0.98,0.42,0.43,3.81,14.36,66.31,14.03,0.09,1.01,0.39,0.00,2.98,14.27,66.56,14.98,0.10,0.72,0.39,0.00,2.96,14.43,67.00,14.31,0.00,0.89,0.41,0.00,2.63,14.80,65.08,15.87,0.15,1.11,0.36,0.00,2.58,15.08,61.43,18.98,0.34,1.18,0.41,0.00,2.69,14.20,62.16,16.50,3.29,0.77,0.39,0.00
21022,3.88,3.12,38.78,28.42,25.10,0.42,0.25,0.02,4.07,6.29,39.06,27.37,21.89,0.94,0.27,0.12,5.80,5.09,40.11,26.50,21.41,0.86,0.24,0.00,5.90,5.04,39.88,26.55,21.52,0.88,0.25,0.00,6.14,5.12,40.73,25.84,21.09,0.86,0.22,0.00,7.14,4.52,32.70,33.55,20.76,1.12,0.22,0.00,6.16,4.82,30.84,36.04,20.79,1.12,0.24,0.00,4.88,5.37,40.01,27.25,21.36,0.84,0.26,0.03
21023,3.05,0.73,18.10,0.02,77.46,0.64,0.00,0.00,4.04,0.49,12.83,0.01,80.92,1.70,0.01,0.00,5.50,0.17,13.97,0.00,78.70,1.66,0.00,0.00,5.33,0.16,10.72,0.00,82.17,1.60,0.01,0.00,5.84,0.04,12.50,0.00,79.93,1.70,0.00,0.00,6.11,0.00,13.73,0.00,78.02,2.14,0.00,0.00,5.36,0.00,14.33,0.00,78.12,2.18,0.01,0.00,4.98,0.00,16.46,0.00,76.73,1.80,0.01,0.02
21024,4.83,30.37,47.31,7.51,9.17,0.73,0.06,0.02,5.49,40.19,43.95,5.28,3.79,1.16,0.05,0.11,7.58,38.72,44.68,4.75,3.12,1.12,0.02,0.00,6.67,39.49,46.07,4.62,2.04,1.09,0.02,0.00,7.31,38.79,46.85,4.40,1.41,1.22,0.01,0.00,7.39,38.61,46.76,4.36,1.49,1.36,0.02,0.00,6.90,39.03,45.82,4.42,2.31,1.50,0.02,0.00,6.26,38.26,43.21,6.26,4.67,1.31,0.02,0.00
21026,1.41,85.54,11.55,1.30,0.00,0.02,0.18,0.00,0.08,87.49,8.91,3.32,0.00,0.02,0.18,0.00,0.07,87.21,12.41,0.02,0.00,0.11,0.18,0.00,0.09,86.86,12.67,0.13,0.00,0.07,0.18,0.00,0.04,87.04,12.52,0.15,0.00,0.07,0.18,0.00,0.02,87.37,12.50,0.02,0.00,0.09,0.00,0.00,0.02,87.19,12.26,0.27,0.00,0.09,0.18,0.00,0.23,87.04,10.07,2.34,0.14,0.00,0.18,0.00
21027,4.50,1.88,48.26,13.62,30.93,0.74,0.06,0.01,4.19,5.43,46.69,13.77,27.96,1.63,0.07,0.28,5.90,4.53,45.91,15.00,27.18,1.44,0.05,0.00,5.71,4.54,44.99,14.68,28.58,1.45,0.05,0.00,6.29,4.52,47.53,13.78,26.43,1.45,0.00,0.00,7.14,3.72,38.43,22.36,26.57,1.79,0.00,0.00,6.16,4.22,36.89,24.20,26.64,1.84,0.05,0.00,4.96,4.43,45.47,14.63,28.89,1.47,0.05,0.09
22001,3.59,8.58,51.49,21.51,14.66,0.14,0.02,0.00,5.87,9.66,59.47,11.36,12.57,0.93,0.14,0.00,7.31,8.64,59.14,10.95,12.91,0.93,0.11,0.00,7.70,8.39,59.25,10.34,13.23,0.88,0.11,0.09,7.65,8.71,59.05,11.21,12.31,0.95,0.11,0.00,7.98,8.38,58.91,10.68,12.86,1.08,0.10,0.00,8.32,7.64,59.63,10.90,12.16,1.24,0.11,0.00,7.39,7.66,59.14,12.72,11.97,0.96,0.14,0.02
22006,3.53,0.99,46.30,0.17,45.60,2.94,0.21,0.26,5.29,0.73,44.90,0.12,44.11,3.84,0.30,0.72,6.28,0.42,44.72,0.04,43.62,4.02,0.24,0.64,6.49,0.25,43.88,0.04,44.44,4.09,0.23,0.58,6.59,0.28,44.52,0.12,43.64,3.89,0.22,0.75,7.32,0.39,44.59,0.34,42.64,4.44,0.07,0.22,5.96,0.30,44.12,0.10,44.43,4.55,0.23,0.32,5.34,0.38,47.72,0.52,41.17,4.09,0.23,0.55
22007,5.36,11.91,55.69,6.44,19.72,0.26,0.38,0.25,6.43,14.02,56.87,5.05,16.66,0.57,0.40,0.00,7.54,13.16,55.60,5.79,16.84,0.65,0.40,0.00,7.52,13.02,56.38,5.71,16.21,0.62,0.40,0.13,7.51,13.09,55.44,6.86,16.09,0.61,0.40,0.01,7.80,12.97,56.76,4.24,17.21,0.79,0.21,0.01,7.38,12.93,56.38,5.21,16.93,0.77,0.40,0.00,6.93,12.46,53.78,9.40,16.43,0.59,0.40,0.03
22009,1.69,10.30,53.84,27.15,6.87,0.13,0.01,0.00,3.34,11.69,65.06,13.36,5.86,0.56,0.13,0.00,4.43,10.79,65.44,12.55,6.13,0.56,0.11,0.00,4.41,10.86,65.65,11.63,6.69,0.50,0.10,0.15,4.64,11.07,65.35,12.72,5.54,0.57,0.10,0.00,5.36,10.62,66.04,11.76,5.44,0.69,0.09,0.00,5.17,10.32,66.83,11.25,5.57,0.76,0.11,0.00,4.45,10.22,64.39,13.85,6.35,0.60,0.11,0.03
23001,3.21,19.24,48.35,23.38,3.99,0.62,0.95,0.26,3.90,21.01,48.66,21.26,3.38,0.77,0.96,0.07,4.70,20.60,47.18,22.20,3.37,0.94,0.91,0.10,4.59,20.70,47.23,22.31,3.21,0.88,0.92,0.16,4.81,20.76,47.57,21.84,3.11,0.90,0.92,0.10,5.12,20.19,46.41,23.65,2.65,1.06,0.86,0.07,4.13,20.50,42.58,27.26,3.42,1.11,0.95,0.06,4.14,19.54,47.07,23.11,4.20,0.94,0.92,0.09
23004,3.14,4.36,62.15,28.38,1.06,0.49,0.31,0.12,3.59,4.98,55.78,34.31,0.30,0.60,0.34,0.11,3.95,4.60,55.03,34.94,0.35,0.76,0.28,0.09,4.24,4.73,54.22,35.57,0.25,0.67,0.25,0.07,4.30,4.68,56.09,33.71,0.16,0.70,0.28,0.08,4.25,4.21,56.74,33.52,0.15,0.85,0.22,0.06,3.32,4.73,48.98,41.13,0.45,1.02,0.33,0.05,3.19,4.29,52.51,37.94,0.95,0.80,0.29,0.03
23006,1.54,2.42,56.55,38.81,0.22,0.22,0.12,0.12,1.88,2.85,45.43,49.14,0.03,0.28,0.17,0.22,1.95,2.67,46.50,48.21,0.04,0.34,0.10,0.18,2.29,2.83,45.88,48.46,0.01,0.30,0.08,0.14,2.16,2.86,47.94,46.44,0.00,0.33,0.10,0.15,2.07,2.18,49.48,45.69,0.01,0.38,0.09,0.10,1.52,2.74,42.95,51.81,0.17,0.56,0.14,0.11,1.48,2.38,43.36,51.85,0.41,0.37,0.09,0.06
23007,8.53,6.28,35.99,31.62,10.90,4.03,1.70,0.95,9.23,5.89,36.26,32.49,9.63,4.42,1.80,0.28,12.04,4.20,38.16,30.83,8.55,4.45,1.56,0.22,11.92,4.17,39.50,29.83,8.41,4.33,1.71,0.13,12.79,3.78,37.20,30.78,8.86,4.69,1.70,0.19,11.20,6.08,36.91,31.96,8.76,5.00,0.09,0.00,9.85,4.93,36.65,32.06,9.85,4.83,1.78,0.05,9.39,4.35,37.52,33.32,9.12,4.33,1.71,0.26
23008,1.38,18.56,48.80,30.39,0.20,0.15,0.36,0.15,1.79,21.60,59.89,15.94,0.05,0.33,0.35,0.05,2.35,21.51,57.67,17.64,0.01,0.42,0.31,0.07,2.10,21.64,57.84,17.17,0.06,0.39,0.32,0.48,2.28,21.58,56.74,18.59,0.01,0.37,0.31,0.11,2.23,21.14,50.87,24.75,0.01,0.46,0.30,0.24,2.11,21.28,53.75,21.98,0.01,0.48,0.32,0.07,2.09,20.38,57.97,17.99,0.78,0.41,0.31,0.07
23011,0.18,31.10,8.18,60.53,0.00,0.00,0.00,0.01,0.23,35.02,5.67,59.03,0.00,0.01,0.03,0.00,0.33,35.20,6.18,58.27,0.00,0.00,0.02,0.00,0.05,35.41,6.54,57.99,0.00,0.00,0.02,0.00,0.01,35.53,5.19,59.25,0.00,0.00,0.02,0.00,0.24,35.72,4.60,59.42,0.00,0.01,0.00,0.00,0.00,35.36,4.79,59.83,0.00,0.00,0.02,0.01,0.26,33.85,8.23,57.54,0.12,0.00,0.00,0.00
23016,3.09,0.00,16.14,0.06,36.26,43.00,0.17,1.29,5.71,0.13,17.47,0.00,28.97,47.05,0.38,0.30,7.82,0.00,6.08,0.00,33.42,52.30,0.19,0.18,7.32,0.00,5.43,0.00,35.94,51.13,0.19,0.00,8.68,0.00,4.86,0.00,33.59,52.39,0.16,0.31,7.98,0.00,8.46,0.00,33.20,50.17,0.19,0.00,7.16,0.00,10.79,0.00,30.62,51.10,0.33,0.00,6.19,0.00,24.67,0.00,18.58,50.38,0.18,0.00
24001,4.95,4.60,47.89,24.85,12.58,3.55,0.26,1.32,4.57,5.29,51.08,24.95,9.26,4.08,0.31,0.46,5.29,5.02,50.94,24.77,9.29,4.33,0.28,0.09,4.93,4.99,50.14,26.44,8.80,4.09,0.25,0.37,5.46,4.72,52.29,24.64,8.02,4.24,0.26,0.37,5.00,4.99,51.14,25.55,8.64,4.47,0.11,0.10,4.84,5.14,45.73,30.26,8.70,4.69,0.27,0.37,3.95,5.11,48.26,29.27,8.69,4.12,0.32,0.28
24003,1.29,3.06,62.49,30.94,0.03,0.35,0.30,1.53,1.25,1.90,60.49,34.44,0.00,0.33,0.34,1.25,1.30,1.69,59.02,37.03,0.00,0.39,0.29,0.29,1.10,1.70,52.04,43.36,0.00,0.27,0.28,1.25,1.44,1.84,58.07,36.80,0.00,0.33,0.29,1.23,1.47,1.18,53.88,42.34,0.00,0.50,0.28,0.34,1.06,1.76,37.16,57.74,0.00,0.70,0.30,1.27,0.82,1.63,44.11,51.91,0.13,0.49,0.28,0.62
24004,6.01,24.08,16.70,52.14,0.79,0.01,0.00,0.26,4.36,28.37,17.37,49.41,0.43,0.06,0.00,0.00,5.13,27.45,18.60,48.32,0.41,0.09,0.00,0.00,4.62,27.81,21.46,45.84,0.20,0.08,0.00,0.00,5.47,26.96,21.88,45.56,0.09,0.04,0.00,0.00,4.08,27.84,23.82,43.74,0.43,0.10,0.00,0.00,4.06,28.34,23.57,43.64,0.22,0.16,0.00,0.00,3.75,27.94,23.90,43.83,0.49,0.09,0.00,0.00
24005,9.08,3.63,52.47,2.82,23.86,6.74,0.01,1.39,8.61,4.62,60.09,2.18,16.95,7.42,0.05,0.07,10.41,4.58,60.04,0.76,16.16,7.99,0.04,0.01,9.55,3.91,65.33,0.19,13.35,7.61,0.03,0.03,10.06,4.04,63.95,0.47,13.50,7.90,0.05,0.03,10.50,3.57,61.77,2.23,13.35,8.56,0.01,0.02,8.99,4.45,60.37,1.66,16.27,8.23,0.02,0.00,7.72,4.31,63.29,1.82,15.43,7.38,0.03,0.01
25001,2.54,1.05,41.41,39.99,13.14,0.74,0.99,0.15,2.30,1.51,34.86,46.76,12.36,0.99,1.08,0.14,2.87,1.37,33.67,47.48,12.41,1.04,1.03,0.12,2.69,1.45,32.16,49.43,12.18,0.96,1.03,0.10,2.94,1.39,33.06,48.59,11.99,0.98,0.97,0.08,2.77,1.61,30.76,50.69,12.08,1.14,0.87,0.09,2.64,1.48,29.55,51.77,12.12,1.28,1.01,0.15,2.39,1.58,34.79,46.77,12.19,1.14,1.03,0.12
25003,0.00,0.09,11.15,88.72,0.00,0.00,0.04,0.00,0.00,0.00,0.72,99.23,0.00,0.00,0.04,0.00,0.00,0.00,0.68,99.28,0.00,0.00,0.04,0.00,0.00,0.00,0.57,99.39,0.00,0.00,0.04,0.00,0.00,0.09,0.09,99.78,0.00,0.00,0.04,0.00,0.00,0.00,0.00,99.96,0.00,0.00,0.04,0.00,0.00,0.09,0.00,99.87,0.00,0.00,0.04,0.00,0.00,0.00,1.16,98.79,0.00,0.00,0.04,0.00
25006,0.36,0.02,25.76,72.92,0.81,0.07,0.00,0.06,0.26,0.09,23.75,75.69,0.00,0.14,0.00,0.09,0.54,0.09,20.96,77.73,0.01,0.28,0.00,0.39,0.43,0.51,21.16,77.63,0.00,0.16,0.00,0.11,0.49,0.08,20.52,78.49,0.00,0.18,0.00,0.24,0.53,0.94,21.37,76.63,0.01,0.37,0.00,0.15,0.56,0.05,21.56,77.15,0.01,0.52,0.00,0.14,0.47,0.19,23.92,74.73,0.02,0.58,0.00,0.09
