gauge_id,dwood_perc_1990,ewood_perc_1990,grass_perc_1990,shrub_perc_1990,crop_perc_1990,urban_perc_1990,inwater_perc_1990,bares_perc_1990,dwood_perc_2015,ewood_perc_2015,grass_perc_2015,shrub_perc_2015,crop_perc_2015,urban_perc_2015,inwater_perc_2015,bares_perc_2015,dwood_perc_2017,ewood_perc_2017,grass_perc_2017,shrub_perc_2017,crop_perc_2017,urban_perc_2017,inwater_perc_2017,bares_perc_2017,dwood_perc_2018,ewood_perc_2018,grass_perc_2018,shrub_perc_2018,crop_perc_2018,urban_perc_2018,inwater_perc_2018,bares_perc_2018,dwood_perc_2019,ewood_perc_2019,grass_perc_2019,shrub_perc_2019,crop_perc_2019,urban_perc_2019,inwater_perc_2019,bares_perc_2019,dwood_perc_2020,ewood_perc_2020,grass_perc_2020,shrub_perc_2020,crop_perc_2020,urban_perc_2020,inwater_perc_2020,bares_perc_2020,dwood_perc_2021,ewood_perc_2021,grass_perc_2021,shrub_perc_2021,crop_perc_2021,urban_perc_2021,inwater_perc_2021,bares_perc_2021,dwood_perc_2022,ewood_perc_2022,grass_perc_2022,shrub_perc_2022,crop_perc_2022,urban_perc_2022,inwater_perc_2022,bares_perc_2022
27080,7.27,0.62,57.29,8.52,3.88,21.38,0.48,0.57,6.27,0.95,52.49,11.40,1.74,26.34,0.58,0.24,7.42,0.66,50.95,12.61,0.69,26.82,0.71,0.13,6.10,0.82,52.58,12.22,1.48,26.02,0.63,0.15,6.58,0.91,51.75,12.07,1.34,26.58,0.65,0.12,5.97,0.83,51.85,12.46,1.56,26.55,0.60,0.18,5.60,1.00,52.10,11.78,1.40,27.33,0.65,0.13,5.00,0.97,56.13,9.97,1.94,25.09,0.63,0.27
27084,3.41,0.55,79.57,11.74,1.70,2.69,0.10,0.24,3.50,0.53,74.78,16.87,0.09,4.13,0.10,0.00,5.22,0.61,66.19,23.05,0.00,4.84,0.09,0.00,2.94,0.59,72.44,19.52,0.00,4.44,0.08,0.00,3.76,0.75,72.49,18.77,0.00,4.15,0.08,0.00,3.16,0.60,70.20,21.37,0.01,4.53,0.13,0.00,2.43,0.69,72.55,19.59,0.01,4.57,0.13,0.04,1.72,0.93,76.31,16.84,0.13,3.91,0.13,0.02
27087,7.33,14.71,26.37,6.51,42.82,2.15,0.04,0.08,7.16,16.45,23.27,5.01,44.92,3.00,0.19,0.00,7.26,17.06,24.53,5.77,42.50,2.76,0.13,0.00,7.45,16.77,23.54,5.26,43.82,2.97,0.19,0.00,7.79,16.40,23.93,5.07,43.74,2.87,0.21,0.00,7.50,16.45,22.73,5.42,44.36,3.36,0.19,0.00,7.13,16.59,24.44,5.42,42.86,3.37,0.19,0.00,7.86,15.57,26.96,5.08,41.53,2.70,0.24,0.06
27089,5.74,1.70,53.11,25.69,9.55,3.02,0.82,0.36,5.44,2.22,55.62,23.86,7.53,3.97,1.02,0.35,6.10,1.91,54.15,26.37,5.90,4.30,1.06,0.21,5.66,1.91,54.07,25.38,7.56,4.04,1.13,0.25,5.82,1.99,53.96,25.80,7.09,4.04,1.06,0.23,5.28,2.04,54.09,25.66,7.18,4.40,1.11,0.24,5.02,2.24,53.79,25.84,7.14,4.59,1.15,0.23,4.58,2.23,57.74,23.05,7.30,3.75,1.13,0.23
27090,3.90,0.67,42.99,43.93,6.98,1.22,0.04,0.28,3.54,1.32,41.48,46.07,6.01,1.43,0.10,0.04,3.93,1.39,43.60,43.17,6.14,1.57,0.08,0.13,3.65,1.89,43.96,43.01,5.94,1.40,0.07,0.08,3.72,1.42,45.07,42.20,5.92,1.53,0.06,0.08,3.04,1.50,41.98,45.66,5.99,1.60,0.10,0.12,2.98,1.73,40.08,46.92,6.07,1.75,0.15,0.32,2.69,1.72,44.39,43.26,6.14,1.47,0.17,0.17
28001,2.99,7.10,24.07,63.06,0.00,0.01,2.76,0.00,3.36,8.48,25.69,59.26,0.00,0.02,3.19,0.00,2.11,9.24,26.25,59.64,0.00,0.03,2.73,0.00,2.08,9.06,26.33,59.75,0.00,0.02,2.74,0.01,2.28,9.02,24.78,61.18,0.00,0.03,2.71,0.01,1.70,9.17,25.85,60.38,0.00,0.03,2.72,0.15,1.85,9.59,22.49,63.20,0.00,0.05,2.74,0.08,3.17,8.14,20.86,65.05,0.05,0.03,2.68,0.03
28003,3.67,0.08,15.50,0.76,4.82,74.21,0.79,0.19,4.68,0.08,10.30,0.30,4.47,79.10,0.98,0.09,5.12,0.02,13.10,0.00,2.65,78.17,0.88,0.06,4.99,0.05,13.60,0.03,3.17,77.34,0.80,0.01,5.46,0.04,12.18,0.01,2.70,78.71,0.90,0.00,5.67,0.10,12.71,0.00,2.91,77.80,0.79,0.02,5.48,0.07,13.31,0.17,2.57,77.52,0.88,0.00,5.64,0.09,16.61,0.09,2.75,73.92,0.78,0.13
28008,3.08,0.06,91.92,2.10,1.62,0.72,0.00,0.50,3.95,0.16,88.77,1.98,2.11,1.46,0.84,0.75,3.88,0.33,90.23,1.16,0.95,1.61,0.81,1.04,3.54,0.32,90.13,1.62,1.20,1.43,0.80,0.96,3.78,0.23,90.91,1.45,0.66,1.43,0.78,0.77,3.63,0.40,90.21,1.06,0.73,1.95,0.80,1.22,3.55,0.69,88.29,1.74,1.56,2.26,0.81,1.09,3.66,0.32,88.28,2.03,2.13,1.99,0.80,0.79
28009,4.92,0.90,47.17,2.15,27.58,15.93,0.66,0.68,6.34,1.06,45.49,1.74,25.01,18.90,1.04,0.42,7.11,1.10,45.42,1.61,23.92,19.18,1.25,0.40,6.64,1.08,45.77,1.67,24.34,19.02,1.05,0.43,7.03,1.09,46.38,1.62,23.02,19.29,1.16,0.40,6.91,1.02,46.38,1.58,23.09,19.52,1.05,0.46,6.87,1.08,44.37,1.80,24.47,19.99,1.05,0.37,6.55,0.88,46.59,2.00,24.05,18.45,0.97,0.51
28012,5.67,2.38,51.03,0.82,25.68,13.10,0.78,0.53,6.06,3.20,49.88,0.63,22.73,16.50,0.88,0.12,7.32,2.94,45.80,0.51,25.55,16.89,0.95,0.03,6.68,3.12,48.00,0.56,24.15,16.60,0.88,0.00,7.38,3.07,47.83,0.52,23.21,17.08,0.92,0.00,7.97,2.24,47.35,0.56,24.10,16.87,0.87,0.03,8.08,1.94,46.31,0.63,24.98,17.20,0.86,0.00,8.00,1.47,48.31,0.55,24.96,15.56,0.83,0.32
28015,10.29,8.17,12.88,1.41,52.49,12.48,0.80,1.47,13.27,7.53,12.39,0.83,50.00,14.08,1.25,0.65,13.79,7.97,8.07,0.59,53.11,15.06,1.24,0.19,13.01,7.98,11.42,0.78,50.27,14.86,1.38,0.30,13.73,7.61,10.82,0.76,50.52,15.00,1.25,0.32,13.54,7.71,9.18,0.54,53.02,14.87,1.15,0.01,12.96,7.93,13.28,0.71,48.50,15.36,1.23,0.03,12.08,7.88,18.74,0.54,44.79,14.15,1.13,0.70
28018,5.71,0.47,84.22,1.47,5.11,2.24,0.23,0.55,6.55,0.50,81.34,1.38,5.09,3.84,0.82,0.49,7.15,0.44,81.19,0.85,4.56,4.31,0.82,0.69,6.78,0.37,81.61,1.13,4.60,4.07,0.77,0.67,7.02,0.36,83.05,1.00,3.26,4.13,0.73,0.46,6.86,0.49,82.17,0.81,3.51,4.60,0.80,0.77,6.67,0.72,79.35,1.24,5.39,5.12,0.81,0.70,6.28,0.63,80.21,1.40,5.77,4.34,0.80,0.57
28022,4.89,0.89,45.57,1.95,30.21,15.14,0.69,0.67,6.25,1.02,43.48,1.59,28.13,18.06,1.07,0.39,7.00,1.08,43.18,1.46,27.27,18.36,1.28,0.37,6.55,1.05,43.79,1.52,27.42,18.20,1.09,0.39,6.92,1.06,44.27,1.48,26.27,18.44,1.19,0.37,6.77,1.00,44.02,1.44,26.59,18.68,1.08,0.42,6.73,1.06,42.67,1.64,27.35,19.14,1.08,0.34,6.39,0.88,45.11,1.82,26.69,17.63,1.00,0.47
28023,2.89,0.00,86.28,2.86,0.24,2.27,0.05,5.40,4.07,0.91,82.60,1.72,1.37,3.43,0.13,5.77,2.98,1.73,85.01,1.22,0.00,1.86,0.12,7.08,3.78,0.63,85.14,1.01,0.05,2.69,0.13,6.58,3.20,1.60,84.17,1.03,0.00,3.07,0.09,6.83,3.07,1.62,83.91,1.05,0.00,1.98,0.09,8.28,2.75,2.52,82.12,1.64,0.02,2.69,0.13,8.12,4.78,0.93,80.35,3.08,0.91,4.71,0.15,5.09
28024,1.90,0.02,48.06,0.00,46.55,3.23,0.20,0.05,2.91,0.02,37.63,0.00,53.95,5.10,0.34,0.05,3.18,0.04,38.52,0.04,52.48,5.25,0.44,0.05,3.21,0.00,37.59,0.00,53.70,5.16,0.30,0.05,3.35,0.00,38.25,0.00,52.79,5.22,0.32,0.08,3.19,0.04,38.09,0.00,53.01,5.35,0.31,0.00,3.22,0.03,37.33,0.01,53.65,5.46,0.30,0.00,2.81,0.07,39.53,0.00,52.48,4.82,0.29,0.01
28026,3.14,0.44,30.22,0.03,49.64,15.14,0.30,1.09,5.39,0.26,33.56,0.04,43.24,16.16,0.56,0.79,5.94,0.37,31.80,0.00,42.59,18.01,0.84,0.45,5.77,0.28,30.69,0.00,44.11,17.96,0.63,0.56,6.12,0.31,32.79,0.00,41.48,17.87,0.74,0.69,5.89,0.31,32.04,0.02,41.70,18.92,0.64,0.49,5.87,0.36,29.71,0.00,43.65,19.51,0.61,0.30,5.39,0.40,31.64,0.00,42.98,18.03,0.51,1.04
28031,2.48,0.03,91.94,5.01,0.01,0.23,0.00,0.29,3.86,0.30,88.88,4.98,0.35,0.53,0.02,1.08,3.06,0.59,91.38,3.02,0.00,0.36,0.05,1.53,2.92,0.54,90.47,4.26,0.00,0.47,0.03,1.32,3.06,0.38,91.09,3.83,0.00,0.42,0.02,1.20,2.99,0.56,91.32,2.78,0.00,0.60,0.03,1.74,2.72,0.95,89.70,4.19,0.02,0.82,0.04,1.55,3.23,0.40,89.26,4.67,0.22,0.99,0.03,1.18
28033,0.00,0.00,95.58,4.42,0.00,0.00,0.00,0.00,1.33,0.25,93.02,5.09,0.06,0.25,0.00,0.00,0.60,0.51,98.77,0.13,0.00,0.00,0.00,0.00,0.00,0.76,98.67,0.57,0.00,0.00,0.00,0.00,0.00,0.76,99.24,0.00,0.00,0.00,0.00,0.00,0.00,0.66,98.99,0.35,0.00,0.00,0.00,0.00,0.00,0.92,93.84,5.18,0.00,0.00,0.00,0.06,0.76,0.28,92.04,6.48,0.00,0.44,0.00,0.00
28039,4.54,0.11,20.43,0.00,1.35,72.41,1.12,0.04,5.21,0.02,12.66,0.11,2.39,78.05,1.29,0.29,4.17,0.02,13.58,0.00,2.77,78.33,1.13,0.00,3.94,0.03,14.96,0.00,2.59,77.34,1.13,0.01,3.70,0.02,13.34,0.00,2.48,79.31,1.14,0.00,4.39,0.03,14.25,0.00,2.57,77.62,1.13,0.00,4.20,0.04,13.87,0.00,2.50,78.23,1.16,0.00,5.05,0.10,17.56,0.00,2.72,73.42,1.15,0.00
28040,4.07,0.00,60.24,1.14,3.55,28.97,0.56,1.47,4.46,0.00,55.66,1.06,1.99,36.32,0.51,0.00,5.03,0.00,53.51,0.83,3.09,36.99,0.54,0.00,4.99,0.00,56.37,1.18,0.74,36.22,0.51,0.00,6.50,0.00,53.42,0.92,1.87,36.79,0.50,0.00,5.03,0.00,56.11,0.90,1.14,36.31,0.51,0.00,5.05,0.00,54.47,1.63,1.32,37.00,0.53,0.00,5.19,0.00,59.29,0.78,1.33,32.86,0.54,0.00
28043,7.20,3.29,52.53,33.80,0.45,0.88,1.12,0.72,7.42,4.37,56.09,28.24,0.25,1.67,1.35,0.60,7.11,4.97,56.31,28.42,0.08,1.52,1.07,0.53,6.19,4.77,56.80,28.79,0.09,1.53,1.14,0.69,7.06,4.89,55.81,28.57,0.12,1.73,1.11,0.70,5.69,5.26,57.24,27.71,0.14,1.97,1.13,0.86,5.58,5.54,53.90,30.40,0.32,2.34,1.14,0.77,6.36,4.00,51.65,33.99,0.35,1.76,1.13,0.76
28044,13.01,3.52,5.77,0.51,69.73,5.46,0.09,1.91,14.32,3.34,8.55,0.08,66.35,6.52,0.23,0.63,16.40,2.97,5.23,0.00,67.78,7.30,0.33,0.00,15.68,2.11,8.02,0.00,66.95,6.70,0.48,0.07,15.73,2.67,7.97,0.00,66.03,7.01,0.38,0.20,15.48,2.58,8.14,0.00,66.77,6.68,0.35,0.00,14.72,3.18,10.51,0.00,64.37,6.88,0.34,0.00,13.97,2.62,12.21,0.00,64.34,6.24,0.35,0.27
28046,2.36,0.00,95.51,0.88,0.31,0.20,0.00,0.74,3.20,0.07,93.13,0.58,1.77,0.47,0.00,0.78,2.47,0.20,95.78,0.14,0.02,0.25,0.00,1.15,2.52,0.26,95.61,0.16,0.19,0.26,0.00,1.00,2.66,0.24,95.76,0.11,0.00,0.31,0.00,0.92,2.30,0.41,95.39,0.13,0.01,0.37,0.00,1.39,2.24,0.95,94.14,0.75,0.08,0.54,0.02,1.29,2.74,0.16,93.22,1.11,1.11,0.80,0.00,0.86
28048,6.03,0.35,60.57,0.62,19.89,11.28,0.72,0.53,6.58,0.37,63.13,0.64,12.58,15.62,0.79,0.30,8.71,0.60,62.22,0.13,10.88,16.33,0.82,0.30,7.36,0.39,62.84,0.15,12.22,16.07,0.81,0.16,7.91,0.64,62.27,0.14,12.33,15.77,0.78,0.15,7.08,0.51,62.60,0.17,12.62,15.84,0.81,0.37,6.88,0.77,62.18,0.40,11.79,17.00,0.79,0.17,6.39,0.38,64.02,0.42,13.12,14.81,0.77,0.09
28050,8.73,0.92,12.32,0.29,60.10,15.13,0.28,2.23,8.89,1.02,11.57,0.00,53.83,22.86,1.42,0.41,9.29,1.39,5.10,0.00,59.35,23.38,1.35,0.13,9.23,1.30,8.41,0.08,53.15,24.93,1.55,1.34,9.26,1.23,8.68,0.01,53.47,25.28,1.38,0.70,10.03,1.28,6.91,0.00,56.53,23.80,1.44,0.00,9.31,1.37,10.24,0.00,53.34,24.16,1.45,0.12,8.70,1.42,18.20,0.00,46.60,22.59,1.34,1.15
28052,5.09,2.53,58.72,0.00,31.18,2.20,0.27,0.00,6.83,2.46,54.21,0.00,31.96,3.91,0.63,0.00,8.27,1.23,49.55,0.01,35.50,4.75,0.69,0.00,7.87,1.31,53.82,0.00,32.16,4.18,0.66,0.00,8.31,1.27,54.23,0.00,31.05,4.51,0.64,0.00,9.11,0.41,52.29,0.00,33.17,4.38,0.64,0.00,9.13,0.19,52.08,0.01,33.24,4.73,0.63,0.00,8.24,0.29,53.58,0.09,33.41,3.53,0.62,0.25
28055,7.13,0.00,76.47,0.03,11.89,3.18,0.00,1.28,7.98,0.32,77.20,0.00,8.56,4.73,0.05,1.17,12.53,0.21,75.22,0.00,5.74,5.98,0.17,0.14,7.53,0.37,80.34,0.01,5.83,4.92,0.10,0.91,7.60,0.33,82.94,0.00,4.14,4.79,0.10,0.10,7.89,0.45,78.76,0.05,4.92,6.42,0.10,1.41,8.30,0.48,75.98,0.02,6.60,7.34,0.10,1.17,6.71,0.48,78.13,0.39,7.87,5.23,0.10,1.09
28056,3.95,0.78,41.81,0.04,35.36,15.07,0.59,2.39,10.48,0.02,37.08,0.00,30.13,19.50,1.06,1.72,13.75,0.02,36.61,0.04,28.38,19.92,0.77,0.50,12.11,0.02,36.44,0.04,29.99,20.30,0.71,0.39,12.33,0.02,36.07,0.02,29.20,20.42,0.71,1.24,11.88,0.29,38.78,0.04,27.23,21.03,0.75,0.01,11.59,0.33,33.57,0.00,32.16,21.18,1.03,0.13,10.37,0.48,35.41,0.00,30.97,20.21,1.01,1.55
28060,10.89,6.35,14.53,0.00,57.35,7.99,0.06,2.83,9.25,6.95,23.86,0.29,48.82,10.34,0.16,0.34,12.43,7.70,20.22,0.00,48.73,10.55,0.38,0.00,11.27,7.49,23.29,0.00,46.93,10.43,0.28,0.31,11.72,7.77,21.11,0.03,48.12,10.77,0.34,0.14,10.90,7.75,17.56,0.05,52.68,10.89,0.16,0.00,10.73,7.81,23.54,0.00,46.45,11.20,0.26,0.00,10.14,7.87,28.27,0.02,43.48,9.59,0.19,0.43
28066,2.57,0.01,26.71,0.00,5.35,64.99,0.35,0.01,4.46,0.04,21.13,0.00,6.08,67.94,0.32,0.02,3.72,0.11,22.55,0.00,4.79,68.30,0.52,0.00,3.06,0.02,22.97,0.00,5.93,67.67,0.36,0.00,3.50,0.02,24.60,0.00,3.83,67.61,0.45,0.00,3.64,0.05,23.39,0.00,4.59,67.95,0.38,0.00,3.62,0.05,22.23,0.00,4.47,69.20,0.43,0.00,3.63,0.24,26.95,0.00,3.65,65.21,0.32,0.00
28067,7.27,1.64,62.94,10.89,8.20,7.07,0.46,1.53,8.00,2.18,63.31,8.89,6.33,9.36,0.73,1.19,8.40,2.55,64.22,8.78,4.59,9.25,0.74,1.48,7.51,2.33,64.99,8.89,4.93,9.22,0.65,1.47,7.81,2.53,64.76,8.83,4.62,9.34,0.66,1.44,7.02,2.62,64.70,8.60,4.86,9.65,0.64,1.91,6.80,3.09,62.66,9.63,5.17,10.30,0.66,1.69,7.07,2.15,62.77,10.99,5.91,9.28,0.65,1.18
28072,4.87,0.06,20.12,0.00,66.74,7.28,0.03,0.91,6.90,0.62,22.16,0.08,59.97,10.20,0.05,0.02,7.51,1.37,19.14,0.00,60.61,11.20,0.16,0.00,7.12,1.15,22.64,0.00,58.04,10.93,0.12,0.00,6.96,1.15,22.62,0.00,58.24,10.89,0.13,0.00,6.56,1.23,19.08,0.03,61.75,11.25,0.10,0.00,6.23,1.16,26.95,0.00,54.32,11.25,0.10,0.00,5.45,1.39,30.53,0.00,52.62,9.88,0.12,0.00
28074,2.79,0.15,40.89,0.24,42.27,12.75,0.39,0.53,4.70,0.05,36.79,0.19,41.40,15.91,0.74,0.23,5.53,0.07,36.30,0.17,40.49,16.37,0.92,0.15,5.30,0.06,36.00,0.16,41.26,16.38,0.71,0.13,5.46,0.03,36.61,0.16,40.38,16.35,0.74,0.26,5.13,0.10,36.49,0.19,40.68,16.65,0.70,0.04,5.09,0.14,35.15,0.14,41.65,17.08,0.73,0.01,4.63,0.17,37.97,0.05,40.27,15.95,0.65,0.30
28080,4.56,0.36,26.59,0.39,14.30,52.92,0.77,0.12,5.61,0.28,20.58,0.15,15.61,56.76,0.90,0.10,5.82,0.30,22.69,0.00,13.11,56.96,1.09,0.03,5.34,0.29,22.46,0.01,14.61,56.41,0.87,0.01,6.03,0.28,22.51,0.01,12.81,57.19,1.18,0.00,6.02,0.26,22.29,0.00,13.71,56.82,0.89,0.01,5.83,0.30,22.03,0.09,13.68,57.16,0.91,0.00,5.53,0.41,26.27,0.04,12.85,53.90,0.77,0.22
28081,1.99,0.01,14.70,0.18,7.53,74.73,0.50,0.36,3.64,0.01,8.14,0.01,5.91,81.52,0.69,0.09,4.32,0.01,12.14,0.00,3.09,79.89,0.41,0.14,4.27,0.01,13.50,0.06,3.29,78.40,0.44,0.03,4.86,0.01,10.87,0.00,3.62,80.23,0.42,0.00,5.08,0.13,11.88,0.00,3.17,79.33,0.36,0.05,5.21,0.01,12.31,0.00,3.56,78.41,0.50,0.00,5.21,0.01,15.10,0.00,4.04,74.95,0.38,0.31
28082,1.56,0.00,38.60,0.00,49.73,8.99,0.20,0.92,2.65,0.00,39.45,0.00,46.81,10.51,0.55,0.03,2.98,0.02,36.77,0.00,46.75,12.70,0.73,0.04,3.12,0.00,37.43,0.00,46.61,12.32,0.50,0.03,3.15,0.00,39.16,0.00,45.25,11.68,0.58,0.19,2.95,0.00,35.78,0.00,47.87,12.91,0.48,0.01,3.05,0.03,34.56,0.00,48.36,13.54,0.45,0.01,2.95,0.01,38.12,0.00,45.89,12.26,0.44,0.33
28085,7.77,1.81,66.10,12.19,5.64,4.39,0.48,1.61,8.38,2.43,66.66,9.92,4.19,6.44,0.70,1.28,8.79,2.84,67.34,9.83,2.61,6.33,0.62,1.64,7.80,2.61,68.28,9.95,2.88,6.28,0.60,1.61,8.15,2.83,67.91,9.88,2.62,6.43,0.58,1.60,7.23,2.91,68.04,9.63,2.76,6.71,0.59,2.12,6.97,3.45,65.92,10.78,2.99,7.41,0.61,1.88,7.36,2.38,65.71,12.30,3.85,6.51,0.61,1.28
28091,9.17,1.17,11.84,0.02,63.35,12.78,0.30,1.38,9.73,1.29,13.31,0.07,59.31,15.71,0.53,0.05,10.27,1.41,7.52,0.00,63.79,16.54,0.43,0.03,9.50,1.61,10.27,0.05,61.78,16.26,0.49,0.04,9.98,1.43,11.16,0.04,60.59,16.33,0.41,0.05,10.08,1.63,10.15,0.06,61.50,16.21,0.37,0.00,9.39,1.64,13.04,0.01,58.85,16.64,0.42,0.00,8.55,1.66,18.44,0.04,55.98,14.82,0.39,0.11
28093,2.38,0.16,42.29,0.24,41.40,12.65,0.40,0.49,4.16,0.04,37.19,0.20,41.96,15.51,0.70,0.25,4.82,0.07,36.58,0.19,41.14,16.15,0.90,0.14,4.66,0.05,36.45,0.17,41.79,16.08,0.65,0.14,4.85,0.03,36.97,0.17,40.96,16.04,0.68,0.29,4.53,0.11,36.64,0.17,41.45,16.42,0.65,0.04,4.49,0.15,35.32,0.15,42.48,16.71,0.68,0.01,4.08,0.18,38.09,0.05,40.99,15.69,0.62,0.30
28115,3.12,2.05,13.89,0.06,26.63,53.02,0.96,0.26,3.88,1.56,10.15,0.72,17.37,65.19,1.00,0.13,5.44,1.73,7.48,0.00,18.04,66.33,0.97,0.00,4.42,1.77,10.04,0.00,16.32,66.32,1.14,0.00,5.09,1.25,9.64,0.00,16.66,66.22,1.14,0.00,5.19,1.27,9.78,0.00,17.58,65.07,1.11,0.00,3.53,1.99,11.83,0.00,15.79,65.73,1.14,0.00,3.44,1.64,15.87,0.00,14.54,63.35,1.14,0.03
28116,7.74,11.44,10.63,0.96,46.10,20.70,0.36,2.08,10.65,12.46,8.65,0.62,42.80,23.83,0.64,0.36,11.81,12.68,7.55,0.38,42.68,24.41,0.50,0.00,10.82,12.38,9.25,0.79,40.97,25.00,0.57,0.23,11.61,12.29,8.44,0.59,41.52,24.89,0.57,0.10,11.47,11.90,7.73,0.30,43.70,24.35,0.55,0.00,10.51,12.62,11.21,0.29,39.70,25.03,0.55,0.09,9.79,12.26,15.46,0.35,36.56,23.78,0.57,1.24
28117,7.78,2.46,67.28,17.01,1.32,1.86,0.53,1.77,8.42,3.32,67.35,13.84,1.62,3.10,0.71,1.64,8.05,3.86,68.72,13.80,0.17,2.63,0.55,2.22,7.34,3.55,69.26,13.96,0.34,2.83,0.58,2.14,7.70,3.83,68.55,13.87,0.26,3.05,0.55,2.20,6.65,3.97,69.11,13.50,0.29,3.13,0.57,2.78,6.30,4.65,66.58,15.08,0.57,3.69,0.59,2.54,7.27,3.23,65.27,17.19,1.22,3.52,0.60,1.71
29002,3.94,0.26,12.97,0.00,81.97,0.58,0.10,0.18,5.53,0.09,12.13,0.00,81.07,0.95,0.23,0.00,6.16,0.01,16.25,0.00,76.53,0.96,0.08,0.00,5.66,0.08,12.18,0.00,80.64,1.19,0.24,0.00,5.67,0.13,12.26,0.00,80.28,1.42,0.24,0.00,5.98,0.12,13.36,0.00,78.77,1.54,0.23,0.00,5.71,0.17,17.12,0.00,74.89,1.87,0.23,0.00,5.64,0.16,16.61,0.00,76.06,1.08,0.23,0.23
29003,2.98,0.02,13.69,0.00,79.15,4.12,0.04,0.00,4.46,0.01,14.45,0.00,76.21,4.84,0.04,0.00,4.64,0.03,14.23,0.00,76.14,4.94,0.03,0.00,5.08,0.00,14.17,0.00,76.13,4.55,0.07,0.00,4.16,0.09,14.11,0.00,75.98,5.55,0.10,0.00,4.46,0.04,14.30,0.00,75.60,5.55,0.04,0.00,4.14,0.03,14.80,0.00,74.73,6.16,0.15,0.00,3.71,0.07,16.24,0.00,74.49,5.38,0.11,0.00
29005,3.43,10.32,25.84,0.00,56.75,3.45,0.22,0.00,5.95,8.50,23.86,0.00,57.24,4.30,0.14,0.00,6.20,8.38,28.22,0.00,52.75,4.35,0.10,0.00,6.40,8.06,27.51,0.00,53.22,4.65,0.16,0.00,5.64,8.54,28.03,0.00,53.47,4.30,0.02,0.00,7.47,6.97,27.23,0.00,52.77,5.39,0.17,0.00,6.86,7.55,27.68,0.00,52.19,5.51,0.21,0.00,7.17,6.95,29.99,0.08,51.08,4.56,0.16,0.00
29009,1.60,0.00,10.87,0.00,85.87,1.52,0.13,0.02,2.23,0.00,5.82,0.00,89.94,1.78,0.22,0.00,2.68,0.03,4.04,0.00,90.38,2.64,0.22,0.00,2.53,0.03,5.65,0.00,88.91,2.68,0.20,0.00,2.47,0.00,5.57,0.00,89.01,2.75,0.20,0.00,2.54,0.03,8.67,0.00,85.93,2.60,0.22,0.00,2.45,0.03,8.56,0.00,86.06,2.67,0.22,0.00,2.25,0.04,10.41,0.00,84.82,2.25,0.22,0.00
30001,3.98,0.34,24.37,0.00,65.21,5.81,0.09,0.20,4.90,0.23,16.97,0.01,69.48,8.03,0.22,0.16,5.71,0.14,14.86,0.00,70.90,8.07,0.27,0.04,5.86,0.11,16.80,0.00,68.89,7.99,0.21,0.15,5.73,0.06,14.62,0.01,71.11,8.13,0.23,0.12,5.56,0.19,15.60,0.00,70.31,8.04,0.21,0.09,5.45,0.18,16.65,0.00,68.92,8.58,0.22,0.00,4.78,0.25,19.95,0.00,66.95,7.53,0.21,0.33
30004,3.37,0.62,21.83,0.00,72.98,1.14,0.06,0.00,5.99,0.17,26.05,0.00,65.94,1.69,0.16,0.00,6.90,0.02,30.19,0.00,60.77,2.05,0.07,0.00,5.60,0.03,28.67,0.00,63.79,1.74,0.17,0.00,6.26,0.02,27.00,0.00,64.40,2.12,0.21,0.00,6.97,0.05,25.63,0.00,64.43,2.74,0.18,0.00,6.66,0.06,29.50,0.00,60.33,3.22,0.23,0.00,6.00,0.08,32.65,0.00,59.06,2.00,0.20,0.00
30005,4.23,0.58,29.51,0.00,63.65,1.68,0.03,0.32,5.68,0.38,18.41,0.00,71.84,3.19,0.12,0.38,6.73,0.17,18.57,0.00,71.28,2.99,0.15,0.11,6.63,0.16,18.37,0.00,71.35,3.01,0.13,0.36,6.54,0.06,16.68,0.03,73.19,3.07,0.14,0.28,6.50,0.35,18.38,0.00,71.45,2.99,0.11,0.23,6.40,0.30,18.38,0.00,71.04,3.73,0.15,0.00,5.78,0.45,20.09,0.00,69.94,2.84,0.11,0.79
30011,4.01,0.24,15.54,0.00,79.44,0.65,0.11,0.00,5.23,0.21,16.24,0.00,76.80,1.24,0.29,0.00,5.46,0.52,17.04,0.00,75.53,1.24,0.20,0.00,5.88,0.33,17.84,0.00,74.54,1.15,0.27,0.00,5.43,0.43,18.30,0.00,74.24,1.39,0.22,0.00,5.64,0.41,17.59,0.00,74.61,1.50,0.26,0.00,5.44,0.56,15.70,0.00,76.28,1.71,0.31,0.00,5.19,0.52,17.92,0.00,74.71,1.38,0.28,0.00
30012,2.86,1.13,14.59,0.00,80.06,1.32,0.03,0.00,4.37,0.78,15.76,0.00,77.51,1.49,0.08,0.00,4.43,0.78,18.28,0.00,74.40,2.05,0.06,0.00,4.39,0.80,17.77,0.00,74.74,2.19,0.11,0.00,4.57,0.50,18.35,0.00,74.37,2.09,0.13,0.00,4.46,0.80,16.93,0.00,75.09,2.61,0.11,0.00,4.40,0.83,17.97,0.00,73.82,2.88,0.11,0.00,4.26,0.80,22.09,0.00,70.45,2.30,0.11,0.00
